Drug name,DOI,Assay,Value,Units,Correlation,Date Added
Faldaprevir,10.1101/2020.12.02.408112,EC50,72,,direct,20220803
Asunaprevir,10.1101/2020.12.02.408112,EC50,72,,direct,20220803
Remdesivir,10.1101/2020.12.02.408112,EC50,1,,direct,20220803
Angiotensin,10.1101/2020.12.02.408153,IC50,735, nm,indirect,20220803
Pyronaridine,10.1101/2020.12.01.407361,IC50,180, nm,direct,20220803
Remdesivir,10.1101/2020.12.01.407361,IC50,180, nm,indirect,20220803
Chicken,10.1101/2020.11.29.401984,EC50,0.147, nm,indirect,20220803
Emetine,10.1101/2020.11.29.401984,EC50,0.147, nm,indirect,20220803
Thein,10.1101/2020.11.29.401984,EC50,0.147, nm,indirect,20220803
Mefloquine,10.1101/2020.11.19.389726,IC50,1.28,,direct,20220803
Hydroxychloroquine,10.1101/2020.11.19.389726,IC50,1.28,,direct,20220803
Remdesivir,10.1101/2020.11.19.389726,IC50,1.28,,indirect,20220803
Nelfinavir,10.1101/2020.11.19.389726,IC50,1.28,,indirect,20220803
Remdesivir,10.1101/2020.11.12.380394,EC50,0.5,,direct,20220803
Itraconazole,10.1101/2020.11.13.381194,EC50,3.6,,direct,20220803
Remdesivir,10.1101/2020.11.13.381194,EC50,0.4, um,direct,20220803
Ivermectin,10.1016/j.mehy.2020.110364,IC50,10,,direct,20220803
Remdesivir,10.1101/2020.10.28.359042,EC50,0.08,,indirect,20220803
Bortezomib,10.1016/j.arcmed.2020.10.002,IC50,47,,direct,20220803
Heparin,10.1111/bph.15304,IC50,25, ug,indirect,20220803
Baloxavir,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220803
Lopinavir,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220803
Arbidol,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220803
Favipiravir,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220803
Papain,10.1101/2020.10.23.347534,EC50,74, nm,indirect,20220803
Cysteine,10.1101/2020.10.23.347534,EC50,74, nm,indirect,20220803
Acetamide,10.1080/10426507.2020.1828886,EC50,9.8, um,direct,20220803
Artemether,10.1101/2020.10.05.326637,EC50,7,,direct,20220803
Artemisinin,10.1101/2020.10.05.326637,EC50,7,,direct,20220803
Artesunate,10.1101/2020.10.05.326637,EC50,7,,direct,20220803
Thimerosal,10.1371/journal.pone.0240079,IC50,0.2, um,indirect,20220803
Benzophenone,10.1371/journal.pone.0240079,IC50,0.2, um,indirect,20220803
Cysteine,10.1371/journal.pone.0240079,IC50,0.2, um,indirect,20220803
Nitazoxanide,10.1101/2020.09.24.312165,EC50,4.9,,direct,20220803
Angiotensin,10.1101/2020.09.22.308338,IC50,in the low nanomolar range,,indirect,20220803
Cysteine,10.1101/2020.09.21.299776,IC50,155, nm,indirect,20220803
Acrylamide,10.1101/2020.09.21.299776,IC50,low micromolar ic50,,direct,20220803
Angiotensin,10.1101/2020.09.16.20190694,EC50,1, nm,indirect,20220803
Remdesivir,10.1101/2020.09.16.299537,EC50,10,,indirect,20220803
Hydroxychloroquine,10.1101/2020.09.16.299537,EC50,10,,indirect,20220803
Azelastine,10.1101/2020.09.15.296228,EC50,6,,direct,20220803
Histamine,10.1101/2020.09.15.296228,EC50,6,,indirect,20220803
Ceftazidime,10.1101/2020.09.14.295956,IC50,113.2,,direct,20220803
Angiotensin,10.1101/2020.09.14.295956,IC50,113.2,,indirect,20220803
Tyrosine,10.1101/2020.08.31.274639,EC50,0.1,micro,indirect,20220803
Masitinib,10.1101/2020.08.31.274639,EC50,0.1,micro,indirect,20220803
Siramesine,10.1101/2020.08.29.273441,IC50,3,,direct,20220803
Suramin,10.1101/2020.08.29.273441,IC50,3,,direct,20220803
Chloroquine,10.1101/2020.08.29.273441,IC50,3,,direct,20220803
Phenothiazine,10.1101/2020.08.29.273441,IC50,3,,indirect,20220803
Remdesivir,10.1101/2020.08.28.267567,IC50,0.29,,direct,20220803
Efonidipine,10.1101/2020.08.28.271957,IC50,40,,direct,20220803
Lercanidipine,10.1101/2020.08.28.271957,IC50,40,,direct,20220803
Boceprevir,10.1101/2020.08.28.271957,IC50,40,,direct,20220803
Bedaquiline,10.1101/2020.08.28.271957,IC50,40,,direct,20220803
Manidipine,10.1101/2020.08.28.271957,IC50,40,,direct,20220803
Suramin,10.1101/2020.08.28.270306,IC50,30,,direct,20220803
Angiotensin,10.1101/2020.08.24.264077,IC50,in the nanomolar range,,indirect,20220803
Carrageenan,10.1101/2020.08.23.255364,EC50,0.3,,indirect,20220803
Fucoidan,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220803
Sulfate,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220803
Carrageenan,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220803
Cucumber,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220803
Astodrimer,10.1101/2020.08.20.260190,EC50,0.09,,direct,20220803
Sulfate,10.1101/2020.08.20.260190,EC50,0.09,,indirect,20220803
Ptc299,10.1101/2020.08.05.238394,EC50,2, nm,direct,20220803
Angiotensin,10.1101/2020.08.08.242511,IC50,4, nm,indirect,20220803
Sinefungin,10.1101/2020.07.30.228478,IC50,286, nm,direct,20220803
Angiotensin,10.1101/2020.07.31.231746,IC50,10,,indirect,20220803
Yeast,10.1101/2020.07.31.231746,IC50,10,,indirect,20220803
Chloroquine,10.30651/jqm.v4i2.4998,EC50,1, um,direct,20220803
Sulfate,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220803
Lopinavir,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220803
Ritonavir,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220803
Hydroxychloroquine,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220803
Serine,10.21203/rs.3.rs-34021/v5,EC50,96,,indirect,20220803
Camostat,10.21203/rs.3.rs-34021/v5,EC50,26000,,direct,20220803
Cysteine,10.1101/2020.07.28.223784,IC50,100, nm,indirect,20220803
Angiotensin,10.1101/2020.07.24.219857,EC50,1.1, nm,indirect,20220803
Papain,10.1101/2020.07.17.208959,IC50,2.1, um,indirect,20220803
Cysteine,10.1101/2020.07.17.208959,IC50,2.1, um,indirect,20220803
Hydroxocobalamin,10.1101/2020.07.17.207019,IC50,0.26, um,direct,20220803
Suramin,10.1101/2020.07.17.207019,IC50,0.26, um,direct,20220803
Hydroxychloroquine,10.1101/2020.07.12.199059,EC50,2.6,,direct,20220803
Oleandrin,10.1101/2020.07.15.203489,EC50,11.98,,indirect,20220803
Boceprevir,10.1101/2020.07.10.197889,EC50,0.95,,direct,20220803
Ciluprevir,10.1101/2020.07.10.197889,EC50,0.95,,direct,20220803
Telaprevir,10.1101/2020.07.10.197889,EC50,1.1,,direct,20220803
Narlaprevir,10.1101/2020.07.10.197889,EC50,1.1,,direct,20220803
Ritonavir,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220803
Lopinavir,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220803
Tocilizumab,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220803
Hydroxychloroquine,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220803
Serine,10.21203/rs.3.rs-34021/v4,EC50,96,,indirect,20220803
Camostat,10.21203/rs.3.rs-34021/v4,EC50,26000,,direct,20220803
Nitazoxanide,10.1016/s2055-6640(20)30017-0,EC50,14,,direct,20220803
Tafenoquine,10.1101/2020.07.12.199059,EC50,2.6, um,direct,20220803
Angiotensin,10.1186/s12967-020-02435-4,IC50,2,,indirect,20220803
Remdesivir,10.1101/2020.06.22.165712,EC50,1.32,,direct,20220803
Chloroquine,10.1101/2020.06.22.165712,EC50,1.32,,direct,20220803
Sofosbuvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220803
Velpatasvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220803
Emtricitabine,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220803
Ledipasvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220803
Tenofovir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220803
Rupintrivir,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220803
Cobicistat,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220803
Nelfinavir,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220803
Gabexate,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220803
Camostat,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220803
Nafamostat,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220803
Trypsin,10.1101/2020.06.23.167544,IC50,0.27, nm,indirect,20220803
Glutamine,10.1101/2020.02.10.936898,EC50,low - micromolar ec50 values,,indirect,20220803
Papain,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220803
Ebselen,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220803
Cysteine,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220803
Remdesivir,10.1101/2020.05.27.117184,IC50,308, nm,direct,20220803
Tyrosine,10.1101/2020.06.18.158196,IC50,130, nm,direct,20220803
Imatinib,10.1101/2020.06.18.158196,IC50,130, nm,direct,20220803
Angiotensin,10.1101/2020.06.18.158196,IC50,130, nm,indirect,20220803
Sofosbuvir,10.1101/2020.06.15.153411,EC50,6.2,,direct,20220803
Daclatasvir,10.1101/2020.06.15.153411,EC50,6.2,,indirect,20220803
Clomiphene,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220803
Asenapine,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220803
Vortioxetine,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220803
Serotonin,10.1101/2020.06.14.150490,EC50,387,,indirect,20220803
Fluoxetine,10.1101/2020.06.14.150490,EC50,387,,indirect,20220803
Enoxaparin,10.1101/2020.06.08.140236,IC50,599,,direct,20220803
Heparin,10.1101/2020.06.08.140236,IC50,599,,direct,20220803
Angiotensin,10.1101/2020.06.08.140236,IC50,599,,indirect,20220803
Sulfate,10.1101/2020.06.08.140236,IC50,599,,indirect,20220803
Angiotensin,10.1101/2020.04.19.049643,IC50,12, nm,indirect,20220803
Nafamostat,10.1101/2020.04.22.054981,EC50,10, nm,direct,20220803
Camostat,10.1101/2020.04.22.054981,EC50,10, nm,indirect,20220803
Boceprevir,10.1101/2020.04.20.051581,IC50,submicromolar ic50 values,,direct,20220803
Nitazoxanide,10.1101/2020.04.16.20068379,EC50,of the concentration - response curve,,indirect,20220803
Azithromycin,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Ritonavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Hydroxychloroquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Chloroquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Atazanavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Lopinavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Tipranavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Mefloquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Ivermectin,10.1101/2020.04.16.20068379,EC50,50,,direct,20220803
Sulfadoxine,10.1101/2020.04.16.20068379,EC50,3.1,,direct,20220803
Nelfinavir,10.1101/2020.04.16.20068379,EC50,3.1,,direct,20220803
Adenosine,10.1101/2020.04.27.064279,EC50,0.01,,direct,20220803
Remdesivir,10.1101/2020.04.27.064279,EC50,0.01,,direct,20220803
Chlorpromazine,10.1101/2020.03.25.008482,IC50,at non - cytotoxic concentrations,,indirect,20220803
Chloroquine,10.1101/2020.03.25.008482,IC50,at non - cytotoxic concentrations,,indirect,20220803
Omeprazol,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220803
Opipramol,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220803
Quinidine,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220803
Azithromycine,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220803
Chloroquine,10.1101/2020.04.03.023846,EC50,20,micro,indirect,20220803
Darunavir,10.1101/2020.04.03.20052548,EC50,100,,indirect,20220803
Cobicistat,10.1101/2020.04.03.20052548,EC50,100,,indirect,20220803
Remdesivir,10.1101/2020.04.03.20052548,EC50,0.38,,direct,20220803
Baicalein,10.1101/2020.04.10.035824,IC50,0.39, um,direct,20220803
Huangqin,10.1101/2020.04.10.035824,IC50,0.39, um,indirect,20220803
Ethanol,10.1101/2020.04.10.035824,IC50,0.39, um,indirect,20220803
Ciclesonide,10.1101/2020.03.20.999730,IC50,10,,indirect,20220803
Niclosamide,10.1101/2020.03.20.999730,IC50,10,,indirect,20220803
Leflunomide,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220803
Oseltamivir,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220803
Teriflunomide,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220803
Chloroquine,10.1101/2020.05.16.091520,EC50,2,,indirect,20220803
Hydroxychloroquine,10.1101/2020.05.16.091520,EC50,2,,indirect,20220803
Heparin,10.1101/2020.05.21.107870,IC50,0.05,,direct,20220803
Nelfinavir,10.1101/2020.04.06.026476,EC50,1.13,micro,direct,20220803
Lopinavir,10.1101/2020.04.06.026476,EC50,1.13,micro,indirect,20220803
Sulfate,10.1101/2020.04.14.041459,IC50,0.056,,direct,20220803
Heparin,10.1101/2020.04.14.041459,IC50,0.056,,direct,20220803
Heparin,10.1101/2020.05.10.087288,IC50,38, nm,direct,20220803
Sulfate,10.1101/2020.05.10.087288,IC50,38, nm,indirect,20220803
Nafamostat,10.1101/2020.05.12.090035,IC50,0.0022,micro,direct,20220803
Nevirapine,10.1101/2020.06.26.174698,IC50,1,,direct,20220803
Amprenavir,10.1101/2020.06.26.174698,IC50,1,,direct,20220803
Apilimod,10.1101/2020.06.26.174698,IC50,1,,indirect,20220803
Remdesivir,10.1101/2020.06.26.174698,IC50,1,,indirect,20220803
Auranofin,10.1101/2020.05.28.120642,IC50,3,,direct,20220803
Chymotrypsin,10.1101/2020.05.28.120642,IC50,3,,indirect,20220803
Cysteine,10.1101/2020.05.28.120642,IC50,3,,indirect,20220803
Protoporphyrin,10.1101/2020.04.30.071290,EC50,at nanomolar concentrations,,direct,20220803
Verteporfin,10.1101/2020.04.30.071290,EC50,at nanomolar concentrations,,direct,20220803
Liquiritin,10.1101/2020.05.02.074021,EC50,2.39, um,direct,20220803
Licorice,10.1101/2020.05.02.074021,EC50,2.39, um,indirect,20220803
Chlorpromazine,10.1101/2020.05.05.079608,IC50,10,,indirect,20220803
Phenothiazine,10.1101/2020.05.05.079608,IC50,10,,indirect,20220803
Suramin,10.1101/2020.05.06.081968,EC50,20,micro,direct,20220803
Azithromycin,10.1101/2020.05.21.108605,IC50,237, um,indirect,20220803
Hydroxychloroquine,10.1101/2020.05.21.108605,IC50,237, um,indirect,20220803
Dipyridamole,10.1101/2020.02.27.20027557,EC50,100, nm,direct,20220803
Ebselen,10.1101/2020.02.26.964882,IC50,0.67, um,indirect,20220803
Danoprevir,10.1101/2020.03.22.20034041,IC50,0.29, nm,direct,20220803
Chymotrypsin,10.1101/2020.03.22.20034041,IC50,0.29, nm,indirect,20220803
Ritonavir,10.1101/2020.03.22.20034041,IC50,0.29, nm,indirect,20220803
Teicoplanin,10.1101/2020.02.05.935387,IC50,1.66, um,direct,20220803
Ivermectin,10.1101/2020.04.21.20073262,IC50,2, um,direct,20220803
Baloxavir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220803
Lopinavir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220803
Arbidol,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220803
Favipiravir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220803
Pimozide,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220803
Bepridil,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220803
Ebastine,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220803
Hydroxychloroquine,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220803
Angiotensin,10.1101/2020.04.02.021725,IC50,2,,indirect,20220803
Carmofur,10.1101/2020.04.09.033233,EC50,24.3,,direct,20220803
Pralatrexate,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,direct,20220803
Azithromycin,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,direct,20220803
Remdesivir,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,indirect,20220803
Camostat,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20220803
Serine,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20220803
Papain,10.21203/rs.3.rs-33294/v1,IC50,19,,direct,20220803
Rutin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Biopterin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Hydrogen,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Luteolin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Cysteine,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Quercetin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Baicalin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220803
Ribavirin,10.33250/14.02.106,EC50,0, ug,direct,20220803
Acetamide,10.33250/14.02.106,EC50,0, ug,indirect,20220803
Darunavir,10.1016/j.ijid.2020.05.085,EC50,100, um,indirect,20220803
