Drug name,DOI,Assay,Value,Units,Correlation,Date Added
Angiotensin,10.1101/2021.08.10.455627,IC50,2022,,indirect,20220901
Angiotensin,10.1101/2021.08.05.21261616,IC50,0.83,,indirect,20220901
Mefloquine,10.1101/2021.07.21.451321,EC50,1.2, um,direct,20220901
Chloroquine,10.1101/2021.07.21.451321,EC50,1.2, um,indirect,20220901
Hydroxychloroquine,10.1101/2021.07.21.451321,EC50,1.2, um,indirect,20220901
Isoquercetin,10.1101/2021.07.01.450756,IC50,0.125, um,indirect,20220901
Rutin,10.1101/2021.07.01.450756,IC50,0.125, um,indirect,20220901
Dihydromyricetin,10.1101/2021.07.01.450756,IC50,0.125, um,indirect,20220901
Dihydroquercetin,10.1101/2021.07.01.450756,IC50,0.125, um,indirect,20220901
Quercetin,10.1101/2021.07.01.450756,IC50,0.125, um,indirect,20220901
Kaempferol,10.1101/2021.07.01.450756,IC50,0.125, um,indirect,20220901
Remdesivir,10.1101/2021.07.03.450938,IC50,9.3,,direct,20220901
Bepridil,10.1101/2021.06.08.447613,EC50,1, um,indirect,20220901
Chloroquine,10.1101/2021.06.08.447613,EC50,1, um,indirect,20220901
Hydroxychloroquine,10.1101/2021.06.08.447613,EC50,1, um,indirect,20220901
Ebselen,10.1101/2021.06.08.447613,EC50,1, um,indirect,20220901
Boceprevir,10.1101/2021.06.08.447613,EC50,1, um,indirect,20220901
Angiotensin,10.1101/2021.06.04.447130,IC50,15,,indirect,20220901
Cysteine,10.1101/2021.06.04.447160,IC50,60, um,indirect,20220901
Papain,10.1101/2021.06.04.447160,IC50,60, um,indirect,20220901
Angiotensin,10.1101/2021.05.17.444533,IC50,0.4,,indirect,20220901
Serine,10.1101/2021.05.06.442935,EC50,430, nm,indirect,20220901
Camostat,10.1101/2021.05.06.442935,EC50,430, nm,indirect,20220901
Hopeaphenol,10.1101/2021.04.29.442010,IC50,0.11, um,direct,20220901
Resveratrol,10.1101/2021.04.29.442010,IC50,0.11, um,indirect,20220901
Remdesivir,10.1101/2021.04.02.438204,IC50,1, um,indirect,20220901
Galidesivir,10.1101/2021.03.25.436935,IC50,1,,direct,20220901
Remdesivir,10.1101/2021.03.25.436935,IC50,1,,indirect,20220901
Favipiravir,10.1101/2021.03.25.436935,IC50,1,,indirect,20220901
Diclazuril,10.1101/2021.03.19.435806,IC50,29,,direct,20220901
Lenvatinib,10.1101/2021.03.19.435806,IC50,29,,indirect,20220901
Pazopanib,10.1101/2021.03.19.435806,IC50,29,,indirect,20220901
Chymotrypsin,10.1101/2021.03.19.435806,IC50,29,,indirect,20220901
Sunitinib,10.1101/2021.03.19.435806,IC50,29,,indirect,20220901
Remdesivir,10.1101/2021.03.19.435806,IC50,29,,indirect,20220901
Tyrosine,10.1101/2021.03.19.435806,IC50,29,,indirect,20220901
Papain,10.1101/2021.03.15.435551,EC50,8.89,micro,indirect,20220901
Rottlerin,10.1101/2021.03.02.433618,IC50,37,,direct,20220901
Remdesivir,10.1101/2021.03.02.433604,IC50,1.5,micro,direct,20220901
Cysteine,10.1101/2021.02.13.431008,IC50,10,micro,indirect,20220901
Papain,10.1101/2021.02.13.431008,IC50,10,micro,indirect,20220901
Proline,10.1101/2021.02.17.431647,IC50,1,,indirect,20220901
Lysine,10.1101/2021.02.19.424337,IC50,70, nm,direct,20220901
Guanosine,10.1101/2021.02.19.424337,IC50,70, nm,indirect,20220901
Cotton,10.1101/2021.01.17.426875,EC50,100, nm,indirect,20220901
Phospholipids,10.1101/2021.01.12.426042,IC50,0.06,,indirect,20220901
Glucose,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Galactose,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Fucose,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Sulfate,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Xylose,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Rhamnose,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Mannose,10.1101/2021.01.14.426521,EC50,2.01,,indirect,20220901
Yeast,10.1101/2021.01.07.425806,IC50,60,,indirect,20220901
Angiotensin,10.1101/2021.01.07.425806,IC50,60,,indirect,20220901
Artemisinin,10.1101/2021.01.08.425825,IC50,0.1,,direct,20220901
Water,10.1101/2021.01.08.425825,IC50,0.1,,direct,20220901
Remdesivir,10.1101/2021.01.08.425825,IC50,0.1,,indirect,20220901
Dihydroartemisinin,10.1101/2021.01.08.425825,IC50,70,micro,direct,20220901
Artemether,10.1101/2021.01.08.425825,IC50,70,micro,direct,20220901
Artesunate,10.1101/2021.01.08.425825,IC50,70,micro,direct,20220901
Amodiaquine,10.1101/2021.01.08.425825,IC50,5.8, um,direct,20220901
Water,10.1101/2020.12.29.424534,EC50,769.1,,indirect,20220901
Remdesivir,10.1101/2020.12.29.424534,EC50,769.1,,indirect,20220901
Cysteine,10.1101/2020.12.23.424111,EC50,in the nanomolar range,,indirect,20220901
Boceprevir,10.1101/2020.12.19.423537,EC50,1.27,micro,indirect,20220901
Chymotrypsin,10.1101/2020.12.16.422677,IC50,1,,direct,20220901
Myricetin,10.1101/2020.12.16.422677,IC50,1,,indirect,20220901
Hernandezine,10.1101/2020.12.13.420406,EC50,0.1, um,indirect,20220901
Neferine,10.1101/2020.12.13.420406,EC50,0.1, um,indirect,20220901
Calcium,10.1101/2020.12.13.420406,EC50,0.1, um,indirect,20220901
Cepharanthine,10.1101/2020.12.13.420406,EC50,0.1, um,indirect,20220901
Chicken,10.1101/2020.11.29.401984,EC50,0.147, nm,indirect,20220901
Emetine,10.1101/2020.11.29.401984,EC50,0.147, nm,indirect,20220901
Thein,10.1101/2020.11.29.401984,EC50,0.147, nm,indirect,20220901
Angiotensin,10.1101/2020.12.02.408153,IC50,735, nm,indirect,20220901
Narlaprevir,10.1101/2020.12.02.408112,EC50,40, um,direct,20220901
Telaprevir,10.1101/2020.12.02.408112,EC50,40, um,direct,20220901
Boceprevir,10.1101/2020.12.02.408112,EC50,40, um,direct,20220901
Glecaprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Vaniprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Grazoprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Voxilaprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Danoprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Simeprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Paritaprevir,10.1101/2020.12.02.408112,EC50,15,,direct,20220901
Asunaprevir,10.1101/2020.12.02.408112,EC50,72,,direct,20220901
Faldaprevir,10.1101/2020.12.02.408112,EC50,72,,direct,20220901
Remdesivir,10.1101/2020.12.02.408112,EC50,1,,direct,20220901
Pyronaridine,10.1101/2020.12.01.407361,IC50,180, nm,direct,20220901
Remdesivir,10.1101/2020.12.01.407361,IC50,180, nm,indirect,20220901
Mefloquine,10.1101/2020.11.19.389726,IC50,1.28,,direct,20220901
Hydroxychloroquine,10.1101/2020.11.19.389726,IC50,1.28,,direct,20220901
Remdesivir,10.1101/2020.11.19.389726,IC50,1.28,,indirect,20220901
Nelfinavir,10.1101/2020.11.19.389726,IC50,1.28,,indirect,20220901
Remdesivir,10.1101/2020.11.12.380394,EC50,0.5,,direct,20220901
Itraconazole,10.1101/2020.11.13.381194,EC50,3.6,,direct,20220901
Remdesivir,10.1101/2020.11.13.381194,EC50,0.4, um,direct,20220901
Ivermectin,10.1016/j.mehy.2020.110364,IC50,10,,direct,20220901
Remdesivir,10.1101/2020.10.28.359042,EC50,0.08,,indirect,20220901
Bortezomib,10.1016/j.arcmed.2020.10.002,IC50,47,,direct,20220901
Heparin,10.1111/bph.15304,IC50,25, ug,indirect,20220901
Cysteine,10.1101/2020.10.23.347534,EC50,74, nm,indirect,20220901
Papain,10.1101/2020.10.23.347534,EC50,74, nm,indirect,20220901
Lopinavir,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220901
Baloxavir,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220901
Favipiravir,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220901
Arbidol,10.1016/j.ejps.2020.105631,EC50,5.48, um,direct,20220901
Acetamide,10.1080/10426507.2020.1828886,EC50,9.8, um,direct,20220901
Artemisinin,10.1101/2020.10.05.326637,EC50,7,,direct,20220901
Artemether,10.1101/2020.10.05.326637,EC50,7,,direct,20220901
Artesunate,10.1101/2020.10.05.326637,EC50,7,,direct,20220901
Benzophenone,10.1371/journal.pone.0240079,IC50,0.2, um,indirect,20220901
Cysteine,10.1371/journal.pone.0240079,IC50,0.2, um,indirect,20220901
Thimerosal,10.1371/journal.pone.0240079,IC50,0.2, um,indirect,20220901
Nitazoxanide,10.1101/2020.09.24.312165,EC50,4.9,,direct,20220901
Angiotensin,10.1101/2020.09.22.308338,IC50,in the low nanomolar range,,indirect,20220901
Cysteine,10.1101/2020.09.21.299776,IC50,155, nm,indirect,20220901
Acrylamide,10.1101/2020.09.21.299776,IC50,low micromolar ic50,,direct,20220901
Angiotensin,10.1101/2020.09.16.20190694,EC50,1, nm,indirect,20220901
Remdesivir,10.1101/2020.09.16.299537,EC50,10,,indirect,20220901
Hydroxychloroquine,10.1101/2020.09.16.299537,EC50,10,,indirect,20220901
Ceftazidime,10.1101/2020.09.14.295956,IC50,113.2,,direct,20220901
Angiotensin,10.1101/2020.09.14.295956,IC50,113.2,,indirect,20220901
Azelastine,10.1101/2020.09.15.296228,EC50,6,,direct,20220901
Histamine,10.1101/2020.09.15.296228,EC50,6,,indirect,20220901
Tyrosine,10.1101/2020.08.31.274639,EC50,0.1,micro,indirect,20220901
Masitinib,10.1101/2020.08.31.274639,EC50,0.1,micro,indirect,20220901
Manidipine,10.1101/2020.08.28.271957,IC50,40,,direct,20220901
Lercanidipine,10.1101/2020.08.28.271957,IC50,40,,direct,20220901
Bedaquiline,10.1101/2020.08.28.271957,IC50,40,,direct,20220901
Boceprevir,10.1101/2020.08.28.271957,IC50,40,,direct,20220901
Efonidipine,10.1101/2020.08.28.271957,IC50,40,,direct,20220901
Remdesivir,10.1101/2020.08.28.267567,IC50,0.29,,direct,20220901
Suramin,10.1101/2020.08.28.270306,IC50,30,,direct,20220901
Chloroquine,10.1101/2020.08.29.273441,IC50,3,,direct,20220901
Siramesine,10.1101/2020.08.29.273441,IC50,3,,direct,20220901
Suramin,10.1101/2020.08.29.273441,IC50,3,,direct,20220901
Phenothiazine,10.1101/2020.08.29.273441,IC50,3,,indirect,20220901
Angiotensin,10.1101/2020.08.24.264077,IC50,in the nanomolar range,,indirect,20220901
Carrageenan,10.1101/2020.08.23.255364,EC50,0.3,,indirect,20220901
Fucoidan,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220901
Carrageenan,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220901
Sulfate,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220901
Cucumber,10.1039/d0fo02017f,IC50,9.1, ug,indirect,20220901
Astodrimer,10.1101/2020.08.20.260190,EC50,0.09,,direct,20220901
Sulfate,10.1101/2020.08.20.260190,EC50,0.09,,indirect,20220901
Ptc299,10.1101/2020.08.05.238394,EC50,2, nm,direct,20220901
Angiotensin,10.1101/2020.08.08.242511,IC50,4, nm,indirect,20220901
Yeast,10.1101/2020.07.31.231746,IC50,10,,indirect,20220901
Angiotensin,10.1101/2020.07.31.231746,IC50,10,,indirect,20220901
Sinefungin,10.1101/2020.07.30.228478,IC50,286, nm,direct,20220901
Chloroquine,10.30651/jqm.v4i2.4998,EC50,1, um,direct,20220901
Lopinavir,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220901
Ritonavir,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220901
Hydroxychloroquine,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220901
Sulfate,10.30651/jqm.v4i2.4998,EC50,1, um,indirect,20220901
Serine,10.21203/rs.3.rs-34021/v5,EC50,96,,indirect,20220901
Camostat,10.21203/rs.3.rs-34021/v5,EC50,26000,,direct,20220901
Cysteine,10.1101/2020.07.28.223784,IC50,100, nm,indirect,20220901
Angiotensin,10.1101/2020.07.24.219857,EC50,1.1, nm,indirect,20220901
Hydroxychloroquine,10.1101/2020.07.12.199059,EC50,2.6,,direct,20220901
Ciluprevir,10.1101/2020.07.10.197889,EC50,0.95,,direct,20220901
Boceprevir,10.1101/2020.07.10.197889,EC50,0.95,,direct,20220901
Narlaprevir,10.1101/2020.07.10.197889,EC50,1.1,,direct,20220901
Telaprevir,10.1101/2020.07.10.197889,EC50,1.1,,direct,20220901
Hydroxocobalamin,10.1101/2020.07.17.207019,IC50,0.26, um,direct,20220901
Suramin,10.1101/2020.07.17.207019,IC50,0.26, um,direct,20220901
Oleandrin,10.1101/2020.07.15.203489,EC50,11.98,,indirect,20220901
Cysteine,10.1101/2020.07.17.208959,IC50,2.1, um,indirect,20220901
Papain,10.1101/2020.07.17.208959,IC50,2.1, um,indirect,20220901
Lopinavir,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220901
Ritonavir,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220901
Hydroxychloroquine,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220901
Tocilizumab,10.1101/2020.07.05.20146878,EC50,indicated insufficient lpv concentrations,,indirect,20220901
Serine,10.21203/rs.3.rs-34021/v4,EC50,96,,indirect,20220901
Camostat,10.21203/rs.3.rs-34021/v4,EC50,26000,,direct,20220901
Nitazoxanide,10.1016/s2055-6640(20)30017-0,EC50,14,,direct,20220901
Tafenoquine,10.1101/2020.07.12.199059,EC50,2.6, um,direct,20220901
Angiotensin,10.1186/s12967-020-02435-4,IC50,2,,indirect,20220901
Lopinavir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220901
Baloxavir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220901
Favipiravir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220901
Arbidol,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220901
Cysteine,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220901
Ebselen,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220901
Papain,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220901
Chlorpromazine,10.1101/2020.03.25.008482,IC50,at non - cytotoxic concentrations,,indirect,20220901
Chloroquine,10.1101/2020.03.25.008482,IC50,at non - cytotoxic concentrations,,indirect,20220901
Niclosamide,10.1101/2020.03.20.999730,IC50,10,,indirect,20220901
Ciclesonide,10.1101/2020.03.20.999730,IC50,10,,indirect,20220901
Azithromycine,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220901
Omeprazol,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220901
Opipramol,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220901
Quinidine,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220901
Chloroquine,10.1101/2020.04.03.023846,EC50,20,micro,indirect,20220901
Cobicistat,10.1101/2020.04.03.20052548,EC50,100,,indirect,20220901
Darunavir,10.1101/2020.04.03.20052548,EC50,100,,indirect,20220901
Remdesivir,10.1101/2020.04.03.20052548,EC50,0.38,,direct,20220901
Ethanol,10.1101/2020.04.10.035824,EC50,0.74,,indirect,20220901
Huangqin,10.1101/2020.04.10.035824,EC50,0.74,,indirect,20220901
Baicalein,10.1101/2020.04.10.035824,IC50,0.39, um,direct,20220901
Auranofin,10.1101/2020.05.28.120642,IC50,3,,direct,20220901
Chymotrypsin,10.1101/2020.05.28.120642,IC50,3,,indirect,20220901
Cysteine,10.1101/2020.05.28.120642,IC50,3,,indirect,20220901
Heparin,10.1101/2020.06.08.140236,IC50,599,,direct,20220901
Enoxaparin,10.1101/2020.06.08.140236,IC50,599,,direct,20220901
Sulfate,10.1101/2020.06.08.140236,IC50,599,,indirect,20220901
Angiotensin,10.1101/2020.06.08.140236,IC50,599,,indirect,20220901
Heparin,10.1101/2020.05.10.087288,IC50,38, nm,direct,20220901
Sulfate,10.1101/2020.05.10.087288,IC50,38, nm,indirect,20220901
Amprenavir,10.1101/2020.06.26.174698,IC50,1,,direct,20220901
Nevirapine,10.1101/2020.06.26.174698,IC50,1,,direct,20220901
Remdesivir,10.1101/2020.06.26.174698,IC50,1,,indirect,20220901
Apilimod,10.1101/2020.06.26.174698,IC50,1,,indirect,20220901
Nitazoxanide,10.1101/2020.04.16.20068379,EC50,of the concentration - response curve,,indirect,20220901
Ritonavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Ivermectin,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Azithromycin,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Lopinavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Chloroquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Hydroxychloroquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Mefloquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Atazanavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Tipranavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220901
Sulfadoxine,10.1101/2020.04.16.20068379,EC50,3.1,,direct,20220901
Nelfinavir,10.1101/2020.04.16.20068379,EC50,3.1,,direct,20220901
Angiotensin,10.1101/2020.04.19.049643,IC50,12, nm,indirect,20220901
Phenothiazine,10.1101/2020.05.05.079608,IC50,10,,indirect,20220901
Chlorpromazine,10.1101/2020.05.05.079608,IC50,10,,indirect,20220901
Suramin,10.1101/2020.05.06.081968,EC50,20,micro,direct,20220901
Remdesivir,10.1101/2020.04.27.064279,EC50,0.01,,direct,20220901
Adenosine,10.1101/2020.04.27.064279,EC50,0.01,,direct,20220901
Nafamostat,10.1101/2020.04.22.054981,EC50,10, nm,direct,20220901
Camostat,10.1101/2020.04.22.054981,EC50,10, nm,indirect,20220901
Boceprevir,10.1101/2020.04.20.051581,EC50,0.49, um,direct,20220901
Heparin,10.1101/2020.05.21.107870,IC50,0.05,,direct,20220901
Chloroquine,10.1101/2020.05.16.091520,EC50,2,,indirect,20220901
Hydroxychloroquine,10.1101/2020.05.16.091520,EC50,2,,indirect,20220901
Liquiritin,10.1101/2020.05.02.074021,EC50,2.39, um,direct,20220901
Licorice,10.1101/2020.05.02.074021,EC50,2.39, um,indirect,20220901
Verteporfin,10.1101/2020.04.30.071290,EC50,at nanomolar concentrations,,direct,20220901
Protoporphyrin,10.1101/2020.04.30.071290,EC50,at nanomolar concentrations,,direct,20220901
Vortioxetine,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220901
Clomiphene,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220901
Asenapine,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220901
Teicoplanin,10.1101/2020.02.05.935387,IC50,1.66, um,direct,20220901
Sofosbuvir,10.1101/2020.06.15.153411,EC50,6.2,,direct,20220901
Daclatasvir,10.1101/2020.06.15.153411,EC50,6.2,,indirect,20220901
Nafamostat,10.1101/2020.05.12.090035,IC50,0.0022,micro,direct,20220901
Serotonin,10.1101/2020.06.14.150490,EC50,387,,indirect,20220901
Fluoxetine,10.1101/2020.06.14.150490,EC50,387,,indirect,20220901
Leflunomide,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220901
Oseltamivir,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220901
Teriflunomide,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220901
Glutamine,10.1101/2020.02.10.936898,EC50,low - micromolar ec50 values,,indirect,20220901
Gabexate,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220901
Camostat,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220901
Nafamostat,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220901
Trypsin,10.1101/2020.06.23.167544,IC50,0.27, nm,indirect,20220901
Remdesivir,10.1101/2020.06.22.165712,EC50,1.32,,direct,20220901
Chloroquine,10.1101/2020.06.22.165712,EC50,1.32,,direct,20220901
Ledipasvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220901
Tenofovir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220901
Emtricitabine,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220901
Velpatasvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220901
Sofosbuvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220901
Cobicistat,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220901
Rupintrivir,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220901
Nelfinavir,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220901
Remdesivir,10.1101/2020.05.27.117184,IC50,308, nm,direct,20220901
Ebastine,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220901
Pimozide,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220901
Hydroxychloroquine,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220901
Bepridil,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220901
Azithromycin,10.1101/2020.05.21.108605,IC50,237, um,indirect,20220901
Hydroxychloroquine,10.1101/2020.05.21.108605,IC50,237, um,indirect,20220901
Ebselen,10.1101/2020.02.26.964882,IC50,0.67, um,indirect,20220901
Dipyridamole,10.1101/2020.02.27.20027557,EC50,100, nm,direct,20220901
Heparin,10.1101/2020.04.14.041459,IC50,0.056,,direct,20220901
Sulfate,10.1101/2020.04.14.041459,IC50,0.056,,direct,20220901
Nelfinavir,10.1101/2020.04.06.026476,EC50,1.13,micro,direct,20220901
Lopinavir,10.1101/2020.04.06.026476,EC50,1.13,micro,indirect,20220901
Danoprevir,10.1101/2020.03.22.20034041,IC50,0.29, nm,direct,20220901
Ritonavir,10.1101/2020.03.22.20034041,IC50,0.29, nm,indirect,20220901
Chymotrypsin,10.1101/2020.03.22.20034041,IC50,0.29, nm,indirect,20220901
Carmofur,10.1101/2020.04.09.033233,EC50,24.3,,direct,20220901
Angiotensin,10.1101/2020.04.02.021725,IC50,2,,indirect,20220901
Tyrosine,10.1101/2020.06.18.158196,IC50,130, nm,direct,20220901
Imatinib,10.1101/2020.06.18.158196,IC50,130, nm,direct,20220901
Angiotensin,10.1101/2020.06.18.158196,IC50,130, nm,indirect,20220901
Ivermectin,10.1101/2020.04.21.20073262,IC50,2, um,direct,20220901
Azithromycin,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,direct,20220901
Pralatrexate,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,direct,20220901
Remdesivir,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,indirect,20220901
Serine,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20220901
Camostat,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20220901
Papain,10.21203/rs.3.rs-33294/v1,IC50,19,,direct,20220901
Biopterin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Rutin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Cysteine,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Luteolin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Baicalin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Hydrogen,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Quercetin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220901
Ribavirin,10.33250/14.02.106,EC50,0, ug,direct,20220901
Acetamide,10.33250/14.02.106,EC50,0, ug,indirect,20220901
Cobicistat,10.1016/j.ijid.2020.05.085,EC50,100, um,indirect,20220901
