Drug name,DOI,Assay,Value,Units,Correlation,Date Added
Liquiritin,10.1101/2020.05.02.074021,EC50,2.39, um,direct,20220602
Licorice,10.1101/2020.05.02.074021,EC50,2.39, um,indirect,20220602
Boceprevir,10.1101/2020.04.20.051581,EC50,0.49, um,direct,20220602
Nitazoxanide,10.1101/2020.04.16.20068379,EC50,of the concentration - response curve,,indirect,20220602
Lopinavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Mefloquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Tipranavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Azithromycin,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Ritonavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Atazanavir,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Hydroxychloroquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Chloroquine,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Ivermectin,10.1101/2020.04.16.20068379,EC50,50,,direct,20220602
Sulfadoxine,10.1101/2020.04.16.20068379,EC50,3.1,,direct,20220602
Nelfinavir,10.1101/2020.04.16.20068379,EC50,3.1,,direct,20220602
Nafamostat,10.1101/2020.04.22.054981,EC50,10, nm,direct,20220602
Camostat,10.1101/2020.04.22.054981,EC50,10, nm,indirect,20220602
Angiotensin,10.1101/2020.04.19.049643,IC50,12, nm,indirect,20220602
Remdesivir,10.1101/2020.04.27.064279,EC50,0.01,,direct,20220602
Adenosine,10.1101/2020.04.27.064279,EC50,0.01,,direct,20220602
Nafamostat,10.1101/2020.05.12.090035,IC50,0.0022,micro,direct,20220602
Chlorpromazine,10.1101/2020.05.05.079608,IC50,10,,indirect,20220602
Phenothiazine,10.1101/2020.05.05.079608,IC50,10,,indirect,20220602
Suramin,10.1101/2020.05.06.081968,EC50,20,micro,direct,20220602
Heparin,10.1101/2020.05.21.107870,IC50,0.05,,direct,20220602
Chloroquine,10.1101/2020.05.16.091520,EC50,2,,indirect,20220602
Hydroxychloroquine,10.1101/2020.05.16.091520,EC50,2,,indirect,20220602
Heparin,10.1101/2020.05.10.087288,IC50,38, nm,direct,20220602
Sulfate,10.1101/2020.05.10.087288,IC50,38, nm,indirect,20220602
Remdesivir,10.1101/2020.05.27.117184,IC50,308, nm,direct,20220602
Angiotensin,10.1101/2020.04.02.021725,IC50,2,,indirect,20220602
Carmofur,10.1101/2020.04.09.033233,EC50,24.3,,direct,20220602
Amprenavir,10.1101/2020.06.26.174698,IC50,1,,direct,20220602
Nevirapine,10.1101/2020.06.26.174698,IC50,1,,direct,20220602
Apilimod,10.1101/2020.06.26.174698,IC50,1,,indirect,20220602
Remdesivir,10.1101/2020.06.26.174698,IC50,1,,indirect,20220602
Vortioxetine,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220602
Asenapine,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220602
Clomiphene,10.1101/2020.06.05.135996,IC50,0.34, um,direct,20220602
Auranofin,10.1101/2020.05.28.120642,IC50,3,,direct,20220602
Cysteine,10.1101/2020.05.28.120642,IC50,3,,indirect,20220602
Chymotrypsin,10.1101/2020.05.28.120642,IC50,3,,indirect,20220602
Fluoxetine,10.1101/2020.06.14.150490,EC50,387,,indirect,20220602
Serotonin,10.1101/2020.06.14.150490,EC50,387,,indirect,20220602
Heparin,10.1101/2020.06.08.140236,IC50,599,,direct,20220602
Enoxaparin,10.1101/2020.06.08.140236,IC50,599,,direct,20220602
Angiotensin,10.1101/2020.06.08.140236,IC50,599,,indirect,20220602
Sulfate,10.1101/2020.06.08.140236,IC50,599,,indirect,20220602
Sofosbuvir,10.1101/2020.06.15.153411,EC50,6.2,,direct,20220602
Daclatasvir,10.1101/2020.06.15.153411,EC50,6.2,,indirect,20220602
Chloroquine,10.1101/2020.03.25.008482,IC50,at non - cytotoxic concentrations,,indirect,20220602
Chlorpromazine,10.1101/2020.03.25.008482,IC50,at non - cytotoxic concentrations,,indirect,20220602
Ciclesonide,10.1101/2020.03.20.999730,IC50,10,,indirect,20220602
Niclosamide,10.1101/2020.03.20.999730,IC50,10,,indirect,20220602
Opipramol,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220602
Quinidine,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220602
Omeprazol,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220602
Azithromycine,10.1101/2020.04.03.023846,EC50,20,micro,direct,20220602
Chloroquine,10.1101/2020.04.03.023846,EC50,20,micro,indirect,20220602
Chloroquine,10.1101/2020.06.22.165712,EC50,1.32,,direct,20220602
Remdesivir,10.1101/2020.06.22.165712,EC50,1.32,,direct,20220602
Tenofovir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220602
Sofosbuvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220602
Ledipasvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220602
Velpatasvir,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220602
Emtricitabine,10.1101/2020.06.22.165712,EC50,1.32,,indirect,20220602
Rupintrivir,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220602
Nelfinavir,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220602
Cobicistat,10.1101/2020.06.22.165712,EC50,0.77,,direct,20220602
Camostat,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220602
Nafamostat,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220602
Gabexate,10.1101/2020.06.23.167544,IC50,0.27, nm,direct,20220602
Trypsin,10.1101/2020.06.23.167544,IC50,0.27, nm,indirect,20220602
Teicoplanin,10.1101/2020.02.05.935387,IC50,1.66, um,direct,20220602
Azithromycin,10.1101/2020.05.21.108605,IC50,237, um,indirect,20220602
Hydroxychloroquine,10.1101/2020.05.21.108605,IC50,237, um,indirect,20220602
Pimozide,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220602
Hydroxychloroquine,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220602
Ebastine,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220602
Bepridil,10.1101/2020.05.23.112235,IC50,100, um,indirect,20220602
Glutamine,10.1101/2020.02.10.936898,EC50,low - micromolar ec50 values,,indirect,20220602
Danoprevir,10.1101/2020.03.22.20034041,IC50,0.29, nm,direct,20220602
Ritonavir,10.1101/2020.03.22.20034041,IC50,0.29, nm,indirect,20220602
Chymotrypsin,10.1101/2020.03.22.20034041,IC50,0.29, nm,indirect,20220602
Imatinib,10.1101/2020.06.18.158196,IC50,130, nm,direct,20220602
Tyrosine,10.1101/2020.06.18.158196,IC50,130, nm,direct,20220602
Angiotensin,10.1101/2020.06.18.158196,IC50,130, nm,indirect,20220602
Ebselen,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220602
Cysteine,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220602
Papain,10.1101/2020.05.20.107052,IC50,in the nanomolar range,,indirect,20220602
Dipyridamole,10.1101/2020.02.27.20027557,EC50,100, nm,direct,20220602
Arbidol,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220602
Favipiravir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220602
Lopinavir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220602
Baloxavir,10.1101/2020.04.29.20085761,EC50,5.48, um,direct,20220602
Heparin,10.1101/2020.04.14.041459,IC50,0.056,,direct,20220602
Sulfate,10.1101/2020.04.14.041459,IC50,0.056,,direct,20220602
Nelfinavir,10.1101/2020.04.06.026476,EC50,1.13,micro,direct,20220602
Lopinavir,10.1101/2020.04.06.026476,EC50,1.13,micro,indirect,20220602
Teriflunomide,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220602
Oseltamivir,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220602
Leflunomide,10.1101/2020.03.11.983056,EC50,17, nm,indirect,20220602
Ebselen,10.1101/2020.02.26.964882,IC50,0.67, um,indirect,20220602
Ivermectin,10.1101/2020.04.21.20073262,IC50,2, um,direct,20220602
Azithromycin,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,direct,20220602
Pralatrexate,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,direct,20220602
Remdesivir,10.21203/rs.3.rs-36439/v1,EC50,0.008, um,indirect,20220602
Camostat,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20220602
Serine,10.21203/rs.3.rs-34021/v1,EC50,96,,indirect,20220602
Papain,10.21203/rs.3.rs-33294/v1,IC50,19,,direct,20220602
Rutin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Quercetin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Luteolin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Hydrogen,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Baicalin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Biopterin,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Cysteine,10.21203/rs.3.rs-33294/v1,IC50,19,,indirect,20220602
Ribavirin,10.33250/14.02.106,EC50,0, ug,direct,20220602
Acetamide,10.33250/14.02.106,EC50,0, ug,indirect,20220602
Darunavir,10.1016/j.ijid.2020.05.085,EC50,100, um,indirect,20220602
Cobicistat,10.1016/j.ijid.2020.05.085,EC50,100, um,indirect,20220602
Remdesivir,10.1016/j.ijid.2020.05.085,EC50,0.38, um,direct,20220602
Remdesivir,10.1093/jac/dkaa239,EC50,1,,direct,20220602
Emetine,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20220602
Anisomycin,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20220602
Conivaptan,10.1016/j.bj.2020.05.003,EC50,11, nm,indirect,20220602
